movie_id,title,budget_rank,budget,revenue,gross_profit,release_date,release_season,runtime,vote_average,vote_count
16048,All About Anna,,,,,2005-11-24,Fall,91,2.5,42
52216,Let's Get Those English Girls,,,,,1976-01-07,Winter,90,5.8,4
52304,Archie To Riverdale and Back Again,,,,,1990-05-06,Spring,100,5.5,1
56499,Babette Goes to War,14035.0,,,,1959-09-18,Fall,106,6.0,1
253686,Darling Trap,,,,,2014-01-22,Winter,90,4.8,23
78278,Special Delivery,,,,,2002-12-11,Winter,99,,
64850,Mr. Average,,,,,2006-06-21,Summer,90,7.5,3
20921,Cutie Honey,,,,,2004-05-29,Spring,94,5.8,14
45221,"Delphine 1, Yvan 0",,,,,1996-06-19,Summer,91,6.0,6
72174,Doomsday Prophecy,,,,,2011-08-13,Summer,89,4.0,30
74192,Love Can Seriously Damage Your Health,,,,,1997-01-10,Winter,129,5.8,9
159704,The Cave of the Golden Rose,,,,,1991-12-22,Winter,200,6.0,33
201561,Human Touch,,,,,2005-04-14,Spring,102,,
130677,King Kelly,,,,,2012-11-11,Fall,86,4.3,5
72917,La Bande du drugstore,,,,,2002-04-17,Spring,93,6.3,2
76198,The Slap,,,,,1974-10-23,Fall,99,5.2,13
37688,Lahore,,,,,2010-03-19,Spring,145,,
71623,The King's Whore,,,,,1990-11-14,Fall,138,4.6,6
266723,Latitudes,,,,,2014-02-28,Winter,82,5.4,4
13734,Frenchmen 2,,,,,2007-10-24,Fall,111,6.1,24
269714,The Last Diamond,,,,,2014-04-30,Spring,108,6.3,26
76642,"Le printemps, l'automne et l'amour",14035.0,,,,1955-04-12,Spring,95,,
20220,1001 Nights,,,,,1990-04-11,Spring,98,4.9,7
31985,Lightspeed,,,,,2006-07-22,Summer,90,1.4,4
64357,Meilleur espoir féminin,,,,,2000-05-31,Spring,,6.7,10
77280,"Mercredi, folle journée !",,,,,2001-03-28,Spring,127,6.5,2
271327,Mr Reliable,,,,,1996-11-22,Fall,112,6.5,2
79051,Ninette,,,,,2005-08-12,Summer,118,8.0,2
157787,Nom de code : Rose,,,,,2012-12-04,Winter,,4.9,6
55638,Opposite Day,,,,,2009-11-07,Fall,88,3.2,9
226363,Powder Room,,,,,2013-11-29,Fall,86,5.3,9
253851,Shirin in Love,,,,,2014-03-14,Spring,104,4.0,1
44349,The Christmas Wish,,,,,1998-12-06,Winter,78,3.1,4
201859,The Sex and Violence Family Hour,,,,,1983-01-01,Winter,60,,
33489,All That... for This?!,,,,,1993-01-01,Winter,116,6.3,5
54052,Who Do I Gotta Kill?,,,,,1994-07-07,Summer,84,3.7,3
63180,Marihuana,14035.0,,,,1936-05-08,Spring,57,2.5,4
105114,"So Sweet, So Dead",,,,,1972-07-18,Summer,89,7.0,5
260884,Chronicle of a Homicide,,,,,1972-02-04,Winter,99,,
60009,The Shadow Men,6758.0,2000000,,,1997-09-24,Fall,95,3.6,4
76155,Seventh Heaven,,,,,1993-03-01,Spring,94,2.0,1
67443,They Were Five,14035.0,,,,1936-09-01,Fall,101,7.1,6
269070,Stop Train 349,,,,,1963-06-26,Summer,,,
192588,Ferryman Maria,14035.0,,,,1936-01-07,Winter,85,7.0,1
82237,"Thank You, Jeeves!",14035.0,,,,1936-06-30,Summer,57,,
145075,Homework,,,,,1989-01-01,Winter,86,5.0,1
83816,Internes Can't Take Money,14035.0,,,,1937-04-16,Spring,78,7.0,2
131457,Green Light,14035.0,,,,1937-02-20,Winter,85,6.0,1
26504,Black Belly of the Tarantula,,,,,1971-08-12,Summer,98,6.1,18
56557,Maid of Salem,14035.0,,,,1937-02-12,Winter,86,3.3,2
74208,Double Or Nothing,14035.0,,,,1937-09-17,Fall,91,8.0,1
206377,Second Honeymoon,14035.0,,,,1937-11-13,Fall,84,6.7,3
132506,I Met Him in Paris,14035.0,,,,1937-05-28,Spring,86,5.5,2
92257,Dance Program,14035.0,,,,1937-09-09,Fall,130,7.3,3
64442,Boys' School,14035.0,,,,1938-04-05,Spring,98,7.4,6
180954,Vessel of Wrath,14035.0,,,,1938-03-04,Spring,92,10.0,1
61523,Idiot's Delight,14035.0,,,,1939-01-27,Winter,107,4.0,4
52437,Invitation to Happiness,14035.0,,,,1939-06-07,Summer,97,,
222870,Subliminal Seduction,,,,,1996-01-01,Winter,81,4.0,3
83288,Virtual Combat,,,,,1995-07-11,Summer,97,7.3,3
160194,The Skateboard Kid II,,,,,1995-01-01,Winter,90,4.0,2
119353,The Terror Within II,,,,,1991-01-18,Winter,,2.5,2
310589,Beyond the Fear,,,,,2014-12-02,Winter,80,,
287504,Modris,,,,,2014-10-24,Fall,98,5.0,1
292396,Deliverance Creek,,,,,2014-09-13,Fall,,6.3,3
290555,Wolves,3027.0,18000000,,,2014-08-28,Summer,90,5.7,82
94563,The Woodcarver,6230.0,3000000,,,2012-03-05,Spring,96,,
63348,The Encounter,,,,,2010-05-03,Spring,85,4.7,15
156277,Big Sur,,,33621,,2013-11-01,Fall,100,4.8,6
229559,The Unexpected Love,,,,,2014-04-25,Spring,105,6.3,22
127770,Apostle Peter and the Last Supper,7579.0,750000,,,2012-02-20,Winter,88,6.2,7
13924,The Adventures of André and Wally B.,,,,,1984-12-17,Winter,2,5.4,60
80012,Face of Terror,,,,,2004-02-28,Winter,100,4.0,2
117963,The Harmony Game,,,,,2011-02-11,Winter,72,8.0,1
229194,Kamikaze,,,,,2014-03-28,Spring,94,6.5,15
152113,Planet Ocean,,,,,2012-06-18,Summer,94,7.1,22
116554,Stalag Luft,,,,,1993-10-27,Fall,101,7.0,2
253287,We'll Never Have Paris,,,,,2014-10-01,Fall,89,4.8,38
250066,American Heist,4241.0,10000000,,,2014-09-11,Fall,94,4.3,160
102534,The Good Son,7687.0,560000,,,2011-03-25,Spring,88,3.5,2
248231,Miraculum,5494.0,4600000,,,2014-02-28,Winter,104,5.3,11
321130,Solyaris,,,,,1968-10-08,Fall,142,8.0,1
258049,Mother Earth,,,,,1968-07-10,Summer,103,,
189197,The Pacific,275.0,120000000,,,2010-03-15,Spring,540,7.9,318
73922,A Visitor to a Museum,,,,,1989-03-14,Spring,136,7.6,8
74695,The Hyperboloid of Engineer Garin,,,,,1965-01-01,Winter,96,4.0,6
72809,Cosmic Journey,14035.0,,,,1936-01-21,Winter,70,5.8,4
224293,Two: The Story of Roman & Nyro,,,,,2013-09-28,Fall,71,,
302429,Strange Magic,,,13603453,,2015-01-23,Winter,99,6.2,105
123235,Paris-Manhattan,,,,,2012-07-16,Summer,79,5.3,67
94820,The Flying Machine,,,,,2011-02-12,Winter,85,5.4,7
94904,7 Days in Havana,5804.0,3800000,,,2012-04-05,Spring,129,5.4,23
272693,The DUFF,4417.0,8500000,43528634,35028634,2015-02-20,Winter,100,6.8,1372
128876,Tower Block,,,,,2012-09-19,Fall,90,5.7,50
281230,Fort McCoy,,,,,2014-01-01,Winter,,6.3,2
297544,Age of Ice,,,,,2014-12-09,Winter,85,2.8,15
56233,The Girl with a Pistol,,,,,1968-08-22,Summer,100,5.4,9
239030,Love Steaks,,,,,2013-06-29,Summer,89,5.6,19
280002,The Remaining,,,1169603,,2014-08-25,Summer,88,4.1,91
93556,Prairie Love,,,,,2011-01-01,Winter,81,5.0,1
193650,Heathcliff: The Movie,,,,,1986-01-17,Winter,73,7.0,1
277355,Everly,,,,,2015-01-23,Winter,90,5.2,231
89247,"Daddy, I'm A Zombie",,,,,2012-01-10,Winter,80,5.3,5
285135,Zodiac,,,,,2014-08-16,Summer,89,3.8,32
63616,Camarón: When Flamenco Became Legend,,,,,2005-11-04,Fall,119,6.6,9
121828,Outrage Beyond,,,,,2012-09-03,Fall,110,7.1,54
46897,The Mark of Cain,,,,,2000-01-01,Winter,,7.3,2
269576,From Zero to Hero,,,,,2014-04-09,Spring,94,6.0,1
73065,The Humanoid,,,,,1979-04-11,Spring,100,5.0,1
35646,Kocken,,,,,2005-02-25,Winter,116,5.5,3
133764,Vanishing Waves,,,,,2012-06-29,Summer,120,5.5,23
32088,The Little Drummer Girl,,,,,1984-10-19,Fall,130,5.3,8
276844,The Little Death,,,,,2014-06-13,Summer,96,6.5,167
136619,Pinocchio,,,,,2012-10-05,Fall,75,6.7,6
21013,Kenny Begins,,,,,2009-03-25,Spring,88,5.8,4
32649,Sandor slash Ida,,,,,2005-02-04,Winter,93,3.5,2
44552,Bit by Bit,,,,,2002-09-27,Fall,85,5.0,3
12609,Help! I'm A Fish,,,,,2000-10-06,Fall,80,6.3,73
27119,Tsatsiki,,,,,1999-10-01,Fall,91,5.2,8
286805,Dark Dungeons,8636.0,1000,,,2014-08-15,Summer,40,1.0,1
36674,Bert: The Last Virgin,,,,,1995-12-25,Winter,100,3.3,7
77331,One in a Million,,,,,1995-08-25,Summer,87,4.5,2
30149,Sunes sommar,,,,,1993-12-25,Winter,83,5.9,17
27599,Lotta Leaves Home,,,,,1993-09-18,Fall,79,5.8,5
27600,Lotta on Rascal Street,,,,,1992-07-07,Summer,74,5.5,6
35927,Babar The Movie,,,,,1989-07-28,Summer,70,5.6,9
30576,Karlsson on the Roof,,,,,1974-12-07,Winter,99,5.3,10
135337,The Girls,,,,,1968-09-16,Fall,100,6.5,4
92690,¡Mátalo!,,,,,1970-10-22,Fall,100,6.5,2
28573,"Io, Emmanuelle",,,,,1969-09-11,Fall,96,,
29167,The Case of the Bloody Iris,,,,,1972-08-04,Summer,94,6.3,12
267268,Darker Than Night,,,,,2014-09-05,Fall,100,4.0,18
83897,Uprise,,,,,2008-04-30,Spring,99,5.0,1
214251,Story of My Death,,,,,2013-10-23,Fall,148,8.2,8
266034,The Blue Room,,,,,2014-05-16,Spring,75,6.2,32
160160,Vic+Flo Saw a Bear,,,,,2013-09-04,Fall,95,6.5,6
72985,Grandmother,,,,,2009-09-23,Fall,110,7.0,4
211579,Our Sunhi,,,,,2013-08-10,Summer,89,7.1,12
97762,Two Years at Sea,,,,,2011-09-10,Fall,88,6.0,8
211722,A Spell to Ward Off the Darkness,,,,,2013-08-09,Summer,94,7.2,6
128120,The Last Time I Saw Macao,,,,,2012-08-06,Summer,85,6.7,3
214069,When Evening Falls on Bucharest or Metabolism,,,,,2013-08-09,Summer,89,7.4,7
54598,Septien,,,,,2011-07-06,Summer,80,5.3,2
285463,Two Shots Fired,,,,,2014-09-05,Fall,104,6.7,3
60120,Finisterrae,,,,,2010-06-11,Summer,80,8.0,6
253377,The Distance,,,,,2014-01-25,Winter,80,6.4,5
139808,A Gun in Each Hand,,,,,2012-12-05,Winter,100,6.5,13
25251,Borsalino,,,,,1970-05-19,Spring,126,6.7,25
204384,Finsterworld,,,,,2013-06-28,Summer,91,6.2,23
40417,Gangsters,,,,,2002-02-20,Winter,90,6.1,7
74608,Weekender,,,,,2011-09-01,Fall,90,6.0,11
63112,Plot of Fear,,,,,1976-01-01,Winter,98,6.2,5
97313,Bank Shot,,,,,1974-07-31,Summer,83,5.4,8
96306,Anotherworld,8459.0,40000,,,2008-01-08,Winter,109,5.0,1
200547,Ten Minutes Older,,,,,1978-05-11,Spring,10,5.8,4
217708,Of Horses and Men,,,,,2013-08-30,Summer,85,6.9,26
9948,The Fox and the Hound 2,2442.0,24000000,,,2006-11-09,Fall,69,5.6,115
293461,Monsterman,,,,,2014-09-26,Fall,85,,
12575,Long Hello and Short Goodbye,,,,,1999-07-15,Summer,95,,
41571,The Heart of the World,,,,,2000-09-07,Fall,6,7.6,22
317384,Li'l Quinquin,,,,,2014-09-18,Fall,200,7.9,16
81981,Girl with Hyacinths,14035.0,,,,1950-03-06,Spring,89,7.5,4
80337,These Amazing Shadows,,,,,2011-01-22,Winter,88,7.5,25
85642,Garlic Is As Good As Ten Mothers,,,,,1980-10-12,Fall,51,7.3,6
8779,Journey to the Beginning of Time,14035.0,,,,1955-08-04,Summer,93,8.0,11
163366,Spend It All,,,,,1971-01-01,Winter,43,5.0,1
39064,Joni's Promise,,,,,2005-04-26,Spring,83,6.8,6
28770,The Man Who Could Cheat Death,14035.0,,,,1959-06-15,Summer,83,6.2,7
137008,small roads,,,,,2011-09-03,Fall,103,5.0,1
118497,Carriage to Vienna,,,,,1966-11-11,Fall,76,7.3,4
162510,Strange Voyage,,,,,1964-08-09,Summer,92,7.6,5
250660,Ivory Tower,,,,,2014-06-13,Summer,97,7.1,9
41213,The Fabulous Baron Munchausen,,,,,1962-09-21,Fall,83,6.0,8
129129,Light Is Calling,,,,,2004-01-16,Winter,8,7.8,4
190152,The Open Road,14035.0,,,,1926-01-01,Winter,64,5.0,1
217268,The Epic of Everest,14035.0,,,,1924-01-01,Winter,87,6.9,8
85658,All In This Tea,,,,,2007-04-14,Spring,70,,
122479,The Private Life of a Cat,14035.0,,,,1944-12-31,Winter,22,5.0,5
290739,Land,7887.0,415000,,,2010-05-02,Spring,76,4.3,2
128831,Letter from Siberia,14035.0,,,,1957-05-16,Spring,62,8.0,4
248921,Babylon XX,,,,,1979-01-01,Winter,95,4.5,2
49957,Carts of Darkness,,,,,2008-01-01,Winter,60,,
163978,Soundtracker,,,,,2010-05-02,Spring,88,,
25657,Kamome Diner,,,,,2006-06-11,Summer,102,7.1,10
96574,Gerhard Richter Painting,,,,,2012-03-14,Spring,97,7.1,8
257537,Dream Land,,,,,2004-11-05,Fall,35,,
56691,The Wayward Girl,14035.0,,,,1959-10-08,Fall,95,,
74711,City Zero,,,,,1989-01-01,Winter,103,6.3,12
47448,Remonstrance,,,,,1972-11-09,Fall,97,5.0,1
102691,Bells from the Deep,7703.0,517000,,,1993-01-01,Winter,60,6.6,9
205504,The Gardener,14035.0,,,,1912-10-16,Fall,34,5.0,1
282009,The Sea Vultures,14035.0,,,,1915-06-16,Summer,44,,
206390,The Girl from the Marsh Croft,14035.0,,,,1917-09-09,Fall,74,,
133643,Karin Daughter of Ingmar,14035.0,,,,1920-02-02,Winter,115,5.0,1
116991,The Monastery of Sendomir,14035.0,,,,1920-01-01,Winter,54,6.0,3
239123,1000 Journals,,,,,2007-11-01,Fall,88,8.0,1
87506,Pan,,,,,1995-03-24,Spring,115,10.0,1
217590,A Year Along the Abandoned Road,,,,,1991-06-01,Summer,12,7.8,4
257534,The Shoe,,,,,1998-03-01,Spring,83,5.0,1
26805,Night Editor,14035.0,,,,1946-03-29,Spring,68,5.2,5
62851,Under the Flag of the Rising Sun,,,,,1972-03-12,Spring,96,6.6,6
29470,The Devil Thumbs a Ride,14035.0,,,,1947-02-20,Winter,62,5.6,7
30640,The Man Who Changed His Mind,14035.0,,,,1936-09-11,Fall,66,5.7,11
26925,The Man They Could Not Hang,14035.0,,,,1939-08-17,Summer,64,6.2,8
120850,Line of Sight,8328.0,100000,,,2012-07-01,Summer,60,4.3,2
173484,Rewind This!,,,,,2013-08-27,Summer,94,7.0,21
4885,Ten Little Indians,,,,,1987-01-01,Winter,137,7.0,12
199661,Josephine,,,,,2013-06-19,Summer,88,6.0,109
43716,The Land Unknown,14035.0,,,,1957-08-01,Summer,78,6.4,10
83297,Crazy Thunder Road,,,,,1980-05-24,Spring,98,6.4,6
151136,Pizzas,,,,,2012-11-11,Fall,63,,
166886,"Mother, I Love You",,,,,2013-02-11,Winter,82,7.0,2
144331,Dream Team 1935,6297.0,2620000,,,2012-11-16,Fall,120,,
198782,Matthew's Days,,,,,1968-06-08,Summer,,5.5,2
1871,Fantomas,,,,,1964-11-04,Fall,99,6.8,125
1870,Fantomas Unleashed,,,,,1965-12-07,Winter,105,6.7,77
1875,Fantomas vs. Scotland Yard,,,,,1967-03-16,Spring,104,6.9,83
50401,Pursuit to Algiers,14035.0,,,,1945-10-26,Fall,65,6.6,15
60769,Radiopiratene,,,,,2007-09-14,Fall,,,
92,Megacities,,,,,1998-08-12,Summer,94,7.0,3
20875,Operation Y and Other Shurik's Adventures,,,,,1965-07-23,Summer,95,7.5,36
100246,Gertie the Dinosaur,14035.0,,,,1914-09-15,Fall,12,6.7,27
86823,Intimidation,,,,,1960-03-23,Spring,65,7.2,5
48419,God Speed You! Black Emperor,,,,,1976-07-01,Summer,90,5.0,2
150124,"Blood, Sweat + Vinyl: DIY in the 21st Century",,,,,2011-10-08,Fall,92,,
162592,The Lumière Brothers' First Films,,,,,1996-07-18,Summer,61,7.0,1
56440,Amador,,,,,2010-10-08,Fall,112,6.6,8
265929,Art and Craft,,,,,2014-09-19,Fall,90,7.1,6
3485,The Castle of Fu Manchu,,,,,1969-05-29,Spring,98,3.0,6
49183,The Vengeance of Fu Manchu,,,,,1967-05-25,Spring,91,6.0,2
72715,Lightning Bolt: The Power Of Salad,,,,,2002-06-28,Summer,71,7.0,1
85711,Fuck Up,,,,,2012-03-16,Spring,100,5.7,9
195834,Defenders of Riga,5841.0,3550000,,,2007-01-01,Winter,118,6.0,3
136742,Gulf Stream Under the Iceberg,,,,,2012-06-26,Summer,122,3.5,2
98560,The Diary of Preston Plummer,,,,,2012-03-05,Spring,,4.5,2
84442,Oxygen,,,,,2009-07-08,Summer,75,5.4,9
72478,@Suicide Room,,,,,2011-03-04,Spring,110,7.7,113
121749,Is It Easy to Be Young?,,,,,1986-06-06,Summer,83,1.0,2
277688,Suburban Gothic,,,,,2014-07-19,Summer,90,5.3,43
43754,The Killing Jar,7919.0,400000,,,2010-02-14,Winter,92,5.1,18
95010,The Kiss of Her Flesh,,,,,1968-12-31,Winter,,6.0,2
116437,Kolka Cool,,,,,2011-12-16,Winter,97,10.0,2
227719,Project Almanac,3846.0,12000000,32248241,20248241,2015-01-29,Winter,106,6.4,953
321594,Louis C.K.: Live at The Comedy Store,,,,,2015-01-27,Winter,65,7.4,58
144183,Heavy Weather,,,,,1995-12-24,Winter,95,10.0,1
47868,The First Men in the Moon,,,,,2010-10-19,Fall,90,5.5,11
167073,Brooklyn,3949.0,11000000,62076141,51076141,2015-10-20,Fall,111,7.2,1235
295490,Digging for Fire,,,,,2015-08-21,Summer,83,5.2,51
309298,Don Verdean,,,31309,,2015-12-01,Winter,96,4.1,44
249688,The End of the Tour,,,3002884,,2015-07-31,Summer,106,7.3,210
309299,Experimenter,,,,,2015-10-16,Fall,97,6.8,166
291869,I Am Michael,,,,,2015-01-29,Winter,98,6.2,45
309581,Lila & Eve,,,,,2015-07-31,Summer,94,5.4,107
310119,Last Days in the Desert,,,,,2016-05-13,Spring,98,4.4,46
310121,I'll See You in My Dreams,,,7449681,,2015-05-15,Spring,92,6.3,51
310001,Seoul Searching,,,,,2015-01-30,Winter,105,6.4,4
309242,Mississippi Grind,,,130541,,2015-07-04,Summer,108,5.9,137
309245,Mistress America,,,2500431,,2015-08-14,Summer,84,6.4,200
309503,Zipper,,,,,2015-08-28,Summer,103,5.6,61
232572,A Walk in the Woods,4589.0,8000000,35991087,27991087,2015-09-02,Fall,104,5.7,266
245706,True Story,,,4719695,,2015-04-17,Spring,100,6.2,536
253406,Ten Thousand Saints,,,,,2015-08-14,Summer,113,6.0,63
288036,Sleeping with Other People,,,3214116,,2015-06-26,Summer,100,6.2,309
315882,Beaver Trilogy Part IV,,,,,2015-01-23,Winter,,8.0,3
319070,Drunk Stoned Brilliant Dead: The Story of the National Lampoon,,,,,2015-01-25,Winter,93,6.8,18
319075,Cobain: Montage of Heck,,,,,2015-03-23,Spring,132,7.5,284
319091,The Hunting Ground,,,411115,,2015-02-27,Winter,103,7.6,55
319071,Fresh Dressed,,,,,2015-06-26,Summer,90,6.6,14
318224,Going Clear: Scientology and the Prison of Belief,,,,,2015-01-25,Winter,119,7.7,306
224972,The Mask You Live In,,,,,2015-01-01,Winter,88,8.7,21
319079,Prophet's Prey,,,,,2015-08-01,Summer,88,7.3,13
318225,Tig,,,,,2015-04-23,Spring,95,7.3,34
319074,In Football We Trust,,,,,2015-01-23,Winter,87,5.0,1
319078,Most Likely to Succeed,,,,,2015-01-01,Winter,86,8.5,4
318044,"What Happened, Miss Simone?",,,,,2015-01-22,Winter,101,7.7,111
312813,6 Desires,,,,,2014-10-16,Fall,85,7.0,2
275647,Life May Be,,,,,2014-06-21,Summer,102,,
227800,Here Be Dragons,,,,,2013-08-30,Summer,79,5.0,1
194537,A Story of Children and Film,,,,,2013-05-17,Spring,105,7.0,9
116649,What Is This Film Called Love?,,,,,2012-06-26,Summer,77,,
115553,The First Movie,,,,,2009-12-14,Winter,76,7.7,3
283235,99 Homes,4589.0,8000000,1411927,-6588073,2014-10-09,Fall,112,6.8,240
125336,The Story of Film: An Odyssey,,,,,2011-09-03,Fall,900,8.8,26
251321,Aloft,4589.0,8000000,53086,-7946914,2014-02-12,Winter,112,5.1,41
283330,Eden,,,65460,,2014-11-19,Fall,131,5.7,45
266082,Girlhood,,,60765,,2014-06-27,Summer,112,6.5,111
308457,Advantageous,,,,,2015-06-23,Summer,92,6.4,46
217313,Crossroad Street,,,,,1988-01-03,Winter,85,7.5,1
308453,The Bronze,5949.0,3500000,615816,-2884184,2016-01-22,Winter,108,5.5,112
308638,The D Train,7873.0,447524,771317,323793,2015-05-08,Spring,101,4.5,79
250124,The Diary of a Teenage Girl,6758.0,2000000,1477002,-522998,2015-08-07,Summer,98,6.8,286
308639,Dope,7620.0,700000,17986781,17286781,2015-06-19,Summer,103,7.2,698
307946,I Smile Back,,,,,2015-10-23,Fall,85,5.6,44
308369,Me and Earl and the Dying Girl,,,,,2015-06-12,Summer,105,7.7,962
308024,The Overnight,,,1100000,,2015-06-19,Summer,80,6.1,131
308027,"People, Places, Things",,,,,2015-08-14,Summer,85,6.8,63
294132,Results,,,104507,,2015-05-29,Spring,105,5.2,66
308640,Songs My Brothers Taught Me,,,,,2015-01-27,Winter,98,6.7,9
308032,The Stanford Prison Experiment,,,643557,,2015-07-17,Summer,122,6.8,254
308361,"Stockholm, Pennsylvania",,,,,2015-01-22,Winter,99,5.4,30
306197,Unexpected,,,,,2015-07-24,Summer,90,5.8,37
193687,Z for Zachariah,,,121461,,2015-08-13,Summer,97,5.6,278
52286,The Student,,,,,1988-10-05,Fall,100,5.9,51
56036,Nothing's All Bad,,,,,2010-09-23,Fall,90,7.8,4
161491,Northwest,,,,,2013-04-17,Spring,100,6.4,26
254721,Stations of the Cross,,,,,2014-03-20,Spring,110,7.2,38
42316,The Referees,,,,,2009-08-10,Summer,77,6.0,6
226163,Il mundial dimenticato,,,,,2011-09-05,Fall,,,
223202,The Referee,,,,,2013-09-12,Fall,96,6.0,22
103758,Reality,,,,,2012-05-04,Spring,110,6.7,47
57342,Amnèsia,,,,,2002-03-15,Spring,114,5.5,8
3168,Three-Step Dance,,,,,2003-08-31,Summer,107,7.5,2
128508,Pretty Butterflies,,,,,2012-09-06,Fall,100,7.3,6
252063,Dangerous Liaisons,,,,,2003-08-26,Summer,248,6.5,2
188765,My Sweet Pepper Land,,,,,2014-04-09,Spring,100,6.8,32
68864,L'agression,,,,,1975-04-16,Spring,101,6.0,1
190876,The Auction,,,,,2013-05-17,Spring,111,6.4,10
309875,Micke & Veronica,,,,,2014-12-25,Winter,99,7.0,4
318007,The Veil of Twilight,7165.0,1131974,,,2014-10-10,Fall,90,6.2,3
256108,Inbetween Worlds,,,,,2014-02-11,Winter,98,5.7,11
3480,The Old Gun,,,,,1975-08-22,Summer,103,7.7,32
5063,The Passerby,,,,,1982-04-14,Spring,110,5.3,5
3423,The Things of Life,,,,,1970-03-13,Spring,89,6.9,21
82046,The Count of Monte Cristo,14035.0,,,,1954-01-14,Winter,183,6.8,2
54880,The Hunchback of Paris,14035.0,,,,1959-11-26,Fall,105,6.8,16
288708,In the Basement,,,,,2014-09-26,Fall,81,6.0,16
223519,Project Wild Thing,,,,,2013-10-25,Fall,80,,
124857,Trojan Eddie,,,,,1996-09-09,Fall,105,5.0,1
80346,Nobody Knows Anything!,,,,,2003-10-01,Fall,88,2.6,7
44489,Ice Men,,,,,2004-01-01,Winter,108,5.0,1
202171,The Invitation,,,,,2003-12-23,Winter,85,4.0,3
124524,When the Bough Breaks,,,,,1994-05-07,Spring,105,6.5,2
71134,Innocent Lies,,,,,1995-06-30,Summer,88,6.2,3
144910,Suppose They Gave a War and Nobody Came?,,,,,1970-09-11,Fall,113,7.0,1
37978,Niagara Motel,,,,,2005-03-23,Spring,88,5.9,4
66787,Mentor,,,,,2006-04-28,Spring,92,10.0,1
64123,Neverwhere,,,,,1996-09-12,Fall,180,6.9,10
30492,Animal Room,,,,,1995-01-01,Winter,98,6.0,1
63154,Zenith,,,,,2010-10-01,Fall,93,5.1,7
69335,Estômago: A Gastronomic Story,,,,,2007-09-26,Fall,113,7.9,25
81694,Suing The Devil,,,,,2011-08-26,Summer,104,3.7,15
110390,A Pigeon Sat on a Branch Reflecting on Existence,,,,,2014-10-24,Fall,100,6.6,107
123867,Panda! Go Panda!: Rainy Day Circus,,,,,1973-03-16,Spring,38,5.2,7
26722,Nine Miles Down,,,,,2009-10-01,Fall,86,5.3,30
230266,Miss Julie,5133.0,5500000,5000000,-500000,2014-09-07,Fall,120,5.8,46
86391,All Together,,,7211180,,2011-08-12,Summer,96,6.3,29
73108,Teen Spirit,,,,,2011-08-07,Summer,81,5.5,81
315855,The Forbidden Room,,,,,2015-10-07,Fall,128,6.4,29
46342,Evilenko,4248.0,9700000,,,2004-04-16,Spring,111,5.4,27
312526,Alien Outpost,,,,,2014-09-19,Fall,93,4.6,85
287581,Foreign Body,7008.0,1500000,,,2014-10-17,Fall,117,5.5,2
72784,The Loft,3526.0,14000000,10076790,-3923210,2014-10-14,Fall,108,6.4,500
185341,[REC]⁴ Apocalypse,,,190000,,2014-09-09,Fall,95,5.2,269
307663,Vice,4241.0,10000000,,,2015-01-16,Winter,96,4.1,245
87339,The Guard from the Underground,,,,,1992-06-16,Summer,96,5.5,3
29112,The Well,14035.0,,,,1951-09-10,Fall,86,7.3,5
40744,Wicked Woman,14035.0,,,,1953-12-09,Winter,77,4.3,4
48156,House of Numbers,14035.0,,,,1957-09-12,Fall,90,4.3,4
65257,Longshot,,,,,2001-10-25,Fall,93,,
184143,Rio Diablo,,,,,1993-02-28,Winter,120,,1
74684,"Massaï, les guerriers de la pluie",,,,,2004-12-22,Winter,94,8.5,2
278468,Family Guy Presents: Blue Harvest,,,,,2007-09-23,Fall,48,7.2,117
248576,Sanatorium,,,,,2013-10-18,Fall,,5.4,13
62037,High School Hellcats,14035.0,,,,1958-06-01,Summer,69,5.3,3
250761,Last Days in Vietnam,,,,,2014-09-05,Fall,98,7.0,32
213684,Manakamana,,,,,2013-08-12,Summer,118,7.1,12
295069,Saturday Night,,,,,2010-05-02,Spring,90,7.2,5
34630,Hippie Masala - Forever in India,,,,,2006-10-12,Fall,93,3.8,3
278677,A Grain of Truth,,,,,2015-01-09,Winter,116,8.0,5
299796,The Photographer,,,,,2014-09-17,Fall,110,6.8,3
126376,Casa de Lava,,,,,1995-02-10,Winter,105,7.3,4
88599,Karen Cries on the Bus,,,,,2011-05-13,Spring,98,7.5,4
274990,Sofie,,,,,1992-09-25,Fall,152,5.0,1
57438,Kristin Lavransdatter,,,,,1995-08-25,Summer,,6.5,2
62352,Private Confessions,,,,,1996-12-25,Winter,,5.0,4
167810,Lost River,6758.0,2000000,45431,-1954569,2015-04-08,Spring,95,5.8,228
125305,Landscape Suicide,,,,,1987-08-01,Summer,91,8.2,5
217477,One Way Boogie Woogie,,,,,1977-01-01,Winter,60,6.4,5
97046,Deseret,,,,,1995-02-07,Winter,82,6.3,4
36067,13 Lakes,,,,,2004-10-20,Fall,135,5.0,1
36120,Ruhr,,,,,2009-11-02,Fall,120,8.3,3
318053,natural history,,,,,2014-09-26,Fall,77,5.0,2
56405,Black Venus,,,,,2010-10-27,Fall,159,7.0,37
72480,Poetical Refugee,,,,,2000-09-04,Fall,130,6.5,6
312152,Chuck Norris vs Communism,,,,,2015-11-12,Fall,78,7.1,18
287524,Fear Clinic,,,,,2014-10-31,Fall,95,4.0,42
